x,y,z,Ux,Uy,Uz,k
2.69316,2.39095,0.05,0.0304218,-0.000758405,0.0,1.4761180000000002e-05
2.60323,2.39481,0.05,0.0305142,-0.0007286,0.0,1.4742515e-05
2.51336,2.39895,0.05,0.0306031,-0.000696319,0.0,1.4714985e-05
2.42355,2.40337,0.05,0.0306884,-0.000661753,0.0,1.467571e-05
2.3338,2.40807,0.05,0.0307696,-0.000625762,0.0,1.462925e-05
2.24411,2.41305,0.05,0.0308477,-0.000587364,0.0,1.457237e-05
2.15447,2.41831,0.05,0.030922,-0.000547623,0.0,1.4501854999999998e-05
2.06489,2.42384,0.05,0.0309917,-0.000506556,0.0,1.442131e-05
1.97536,2.42965,0.05,0.0310552,-0.000464663,0.0,1.4337975e-05
1.88585,2.43573,0.05,0.0311131,-0.000421872,0.0,1.4250635e-05
1.79622,2.44207,0.05,0.0311652,-0.000378665,0.0,1.4156745e-05
1.70627,2.44868,0.05,0.0312117,-0.000334901,0.0,1.405941e-05
1.61583,2.45556,0.05,0.0312521,-0.00029013,0.0,1.395253e-05
1.52475,2.46269,0.05,0.0312878,-0.000244177,0.0,1.3839915e-05
1.43294,2.47006,0.05,0.0313178,-0.000197504,0.0,1.3716105e-05
1.34042,2.47766,0.05,0.0313411,-0.000149888,0.0,1.358574e-05
1.24736,2.48542,0.05,0.0313566,-0.000101082,0.0,1.3455825e-05
1.15397,2.4933,0.05,0.031364,-5.14621e-05,0.0,1.332002e-05
1.06049,2.50124,0.05,0.0313624,-1.10922e-06,0.0,1.318261e-05
0.96703,2.50917,0.05,0.031352,5.04366e-05,0.0,1.3044595e-05
0.873532,2.51706,0.05,0.0313325,0.000103039,0.0,1.2906465e-05
0.779894,2.52484,0.05,0.0313037,0.000156919,0.0,1.276585e-05
0.686043,2.53246,0.05,0.0312638,0.00021207,0.0,1.263085e-05
0.59218,2.5398,0.05,0.0312123,0.00026811,0.0,1.250588e-05
0.498813,2.54672,0.05,0.0311504,0.000324778,0.0,1.2388855e-05
0.406485,2.55303,0.05,0.031079,0.000382225,0.0,1.2276345e-05
0.31555,2.55855,0.05,0.0309987,0.00043973,0.0,1.217371e-05
0.225676,2.56303,0.05,0.0309075,0.000496822,0.0,1.208464e-05
0.135915,2.56614,0.05,0.0308064,0.000553994,0.0,1.2022085e-05
0.0454545,2.5673,0.05,0.0306965,0.000611895,0.0,1.1995950000000002e-05
8.95455,2.54737,0.05,0.0306066,0.000696771,0.0,1.226206e-05
8.8641,2.54617,0.05,0.0304792,0.00075506,0.0,1.226564e-05
8.77442,2.54294,0.05,0.0303463,0.000812018,0.0,1.229536e-05
8.68471,2.5383,0.05,0.0302072,0.000866774,0.0,1.2343145e-05
8.59398,2.53259,0.05,0.0300589,0.000918533,0.0,1.2408449999999998e-05
8.50178,2.52604,0.05,0.0299025,0.000965276,0.0,1.248678e-05
8.40841,2.51886,0.05,0.029738,0.00100572,0.0,1.2572755e-05
8.31445,2.51122,0.05,0.0295692,0.00103849,0.0,1.2663875e-05
8.22044,2.50329,0.05,0.0293979,0.00106215,0.0,1.2755759999999998e-05
8.12664,2.49518,0.05,0.0292258,0.00107623,0.0,1.284481e-05
8.03301,2.48696,0.05,0.0290538,0.00108112,0.0,1.293634e-05
7.93942,2.47868,0.05,0.0288842,0.00107602,0.0,1.3032225e-05
7.84582,2.47039,0.05,0.0287196,0.00106081,0.0,1.3123385e-05
7.7523,2.46216,0.05,0.0285606,0.00103685,0.0,1.3206365e-05
7.65907,2.45405,0.05,0.0284098,0.00100515,0.0,1.328193e-05
7.56639,2.44611,0.05,0.0282681,0.000966582,0.0,1.3354255e-05
7.47444,2.4384,0.05,0.0281359,0.000921329,0.0,1.3424875e-05
7.38326,2.43094,0.05,0.0280132,0.000871153,0.0,1.3492695e-05
7.29275,2.42375,0.05,0.0279014,0.000816915,0.0,1.355864e-05
7.20278,2.41685,0.05,0.0278005,0.000759645,0.0,1.3615785e-05
7.11317,2.41022,0.05,0.0277094,0.000699597,0.0,1.3668989999999998e-05
7.02371,2.40386,0.05,0.0276283,0.000637191,0.0,1.3723665e-05
6.93424,2.39779,0.05,0.0275569,0.000573531,0.0,1.37735e-05
6.84471,2.392,0.05,0.0274957,0.000508703,0.0,1.3818135e-05
6.75513,2.3865,0.05,0.0274442,0.000443812,0.0,1.3862455e-05
6.66549,2.38129,0.05,0.0274021,0.000378742,0.0,1.3900735e-05
6.5758,2.37637,0.05,0.0273683,0.000313806,0.0,1.393615e-05
6.48603,2.37175,0.05,0.0273425,0.000249215,0.0,1.397222e-05
6.39621,2.36742,0.05,0.0273254,0.000185774,0.0,1.4007045e-05
6.30633,2.36337,0.05,0.0273154,0.00012316,0.0,1.4037795e-05
6.21639,2.3596,0.05,0.0273131,6.1943e-05,0.0,1.4069415e-05
6.1264,2.3561,0.05,0.0273184,2.32324e-06,0.0,1.409977e-05
6.03635,2.35285,0.05,0.0273294,-5.61686e-05,0.0,1.4133435e-05
5.94625,2.34987,0.05,0.0273469,-0.000113094,0.0,1.416456e-05
5.85609,2.34712,0.05,0.0273712,-0.000168397,0.0,1.4192055e-05
5.76589,2.34461,0.05,0.0274016,-0.000221917,0.0,1.4218885e-05
5.67565,2.34232,0.05,0.0274365,-0.000273737,0.0,1.424795e-05
5.58537,2.34024,0.05,0.0274781,-0.000323633,0.0,1.4278215e-05
5.49505,2.33837,0.05,0.0275239,-0.000371864,0.0,1.4309935e-05
5.4047,2.33669,0.05,0.027575,-0.000418316,0.0,1.4344185e-05
5.31431,2.3352,0.05,0.0276303,-0.000463027,0.0,1.4379305e-05
5.2239,2.33388,0.05,0.0276894,-0.000506208,0.0,1.4413025e-05
5.13346,2.33274,0.05,0.0277519,-0.000547413,0.0,1.444595e-05
5.04301,2.33176,0.05,0.0278195,-0.000586946,0.0,1.4477495e-05
4.95253,2.33094,0.05,0.0278905,-0.000624579,0.0,1.4513955e-05
4.86204,2.33028,0.05,0.0279659,-0.000660722,0.0,1.4552955e-05
4.77154,2.32976,0.05,0.0280445,-0.000694659,0.0,1.459204e-05
4.68103,2.3294,0.05,0.0281271,-0.000726537,0.0,1.462942e-05
4.59051,2.32917,0.05,0.0282135,-0.000756817,0.0,1.4667235e-05
4.49999,2.3291,0.05,0.0283031,-0.000784791,0.0,1.470167e-05
4.40946,2.32916,0.05,0.0283956,-0.000810842,0.0,1.473613e-05
4.31895,2.32937,0.05,0.0284898,-0.000834424,0.0,1.477324e-05
4.22843,2.32972,0.05,0.0285865,-0.000856209,0.0,1.4813975e-05
4.13793,2.33022,0.05,0.0286853,-0.000875616,0.0,1.485299e-05
4.04744,2.33087,0.05,0.0287868,-0.000892102,0.0,1.488664e-05
3.95696,2.33168,0.05,0.0288908,-0.000906467,0.0,1.492053e-05
3.8665,2.33264,0.05,0.0289961,-0.000917518,0.0,1.495799e-05
3.77606,2.33377,0.05,0.0291037,-0.000926201,0.0,1.4996114999999998e-05
3.68565,2.33506,0.05,0.0292121,-0.000931427,0.0,1.5032919999999998e-05
3.59526,2.33654,0.05,0.029321,-0.000933986,0.0,1.5068695e-05
3.50491,2.3382,0.05,0.0294297,-0.000933221,0.0,1.51005e-05
3.41459,2.34006,0.05,0.0295388,-0.0009298,0.0,1.5130635e-05
3.3243,2.34212,0.05,0.0296474,-0.000922599,0.0,1.515777e-05
3.23406,2.34439,0.05,0.0297556,-0.000912703,0.0,1.5178865000000002e-05
3.14386,2.34688,0.05,0.0298629,-0.000898814,0.0,1.5197875e-05
3.0537,2.34961,0.05,0.0299681,-0.000882189,0.0,1.5220955e-05
2.9636,2.35257,0.05,0.0300709,-0.000862663,0.0,1.5242405e-05
2.87354,2.35579,0.05,0.0301717,-0.000840359,0.0,1.5256195e-05
2.78354,2.35927,0.05,0.0302704,-0.000814393,0.0,1.5256265e-05
2.6936,2.36302,0.05,0.0303671,-0.00078568,0.0,1.5243915e-05
2.60372,2.36705,0.05,0.0304608,-0.00075468,0.0,1.522611e-05
2.51389,2.37136,0.05,0.0305508,-0.000720654,0.0,1.520198e-05
2.42413,2.37596,0.05,0.0306369,-0.000684979,0.0,1.517013e-05
2.33443,2.38086,0.05,0.0307191,-0.000647408,0.0,1.512822e-05
2.24479,2.38605,0.05,0.0307973,-0.000607872,0.0,1.5074134999999998e-05
2.15521,2.39153,0.05,0.0308723,-0.000566456,0.0,1.50077e-05
2.06568,2.39731,0.05,0.0309433,-0.00052414,0.0,1.4927684999999998e-05
1.97621,2.40337,0.05,0.0310104,-0.000480101,0.0,1.48358e-05
1.88676,2.40971,0.05,0.0310714,-0.000435951,0.0,1.4740045e-05
1.79719,2.41633,0.05,0.031127,-0.000391064,0.0,1.463846e-05
1.70729,2.42323,0.05,0.0311772,-0.000345387,0.0,1.4531145e-05
1.61687,2.43041,0.05,0.031221,-0.000298936,0.0,1.4416355e-05
1.52579,2.43787,0.05,0.0312595,-0.000251698,0.0,1.4291569999999998e-05
1.43395,2.44558,0.05,0.0312925,-0.000203423,0.0,1.416152e-05
1.34136,2.45353,0.05,0.03132,-0.00015421,0.0,1.4015735e-05
1.24821,2.46166,0.05,0.0313407,-0.000103522,0.0,1.3867315e-05
1.15472,2.46991,0.05,0.0313527,-5.21311e-05,0.0,1.372092e-05
1.06113,2.47822,0.05,0.0313554,1.77335e-08,0.0,1.3574255e-05
0.96756,2.48653,0.05,0.0313495,5.36662e-05,0.0,1.3427485e-05
0.873951,2.49479,0.05,0.0313333,0.000108269,0.0,1.3280905e-05
0.780195,2.50295,0.05,0.0313072,0.000164031,0.0,1.3133755e-05
0.686217,2.51092,0.05,0.0312713,0.000221311,0.0,1.298431e-05
0.592227,2.51861,0.05,0.0312242,0.000279738,0.0,1.284426e-05
0.498754,2.52585,0.05,0.0311654,0.000338471,0.0,1.271718e-05
0.406367,2.53246,0.05,0.0310967,0.000397822,0.0,1.259702e-05
0.315433,2.53823,0.05,0.03102,0.000457495,0.0,1.2481465e-05
0.225604,2.54291,0.05,0.0309327,0.000516964,0.0,1.2386005e-05
0.135894,2.54616,0.05,0.0308346,0.000576553,0.0,1.2311325e-05
0.0454545,2.54737,0.05,0.0307257,0.000636975,0.0,1.2275845e-05
8.95455,2.52699,0.05,0.0306272,0.000724693,0.0,1.25686e-05
8.86413,2.52574,0.05,0.0304996,0.000785234,0.0,1.256965e-05
8.77449,2.52237,0.05,0.0303658,0.000844149,0.0,1.260407e-05
8.68484,2.51752,0.05,0.030224,0.000901146,0.0,1.265831e-05
8.59412,2.51156,0.05,0.0300732,0.000954861,0.0,1.272861e-05
8.50186,2.50471,0.05,0.0299132,0.00100344,0.0,1.2813415e-05
8.40839,2.4972,0.05,0.0297443,0.00104507,0.0,1.290938e-05
8.3143,2.48921,0.05,0.0295695,0.0010791,0.0,1.300924e-05
8.22016,2.4809,0.05,0.0293921,0.00110334,0.0,1.3113035e-05
8.12624,2.47241,0.05,0.029214,0.00111771,0.0,1.3214935e-05
8.03249,2.4638,0.05,0.0290368,0.00112247,0.0,1.3314345e-05
7.9388,2.45514,0.05,0.0288623,0.0011162,0.0,1.34151e-05
7.84509,2.44647,0.05,0.0286924,0.00110031,0.0,1.351658e-05
7.75145,2.43786,0.05,0.0285286,0.00107446,0.0,1.3615645e-05
7.65813,2.42937,0.05,0.0283727,0.00104114,0.0,1.3702505e-05
7.56538,2.42106,0.05,0.0282267,0.00100028,0.0,1.37768e-05
7.47339,2.413,0.05,0.028091,0.000952636,0.0,1.384864e-05
7.3822,2.40521,0.05,0.0279655,0.000900054,0.0,1.3921115e-05
7.29172,2.39771,0.05,0.0278502,0.000843234,0.0,1.3990715e-05
7.20179,2.3905,0.05,0.0277462,0.000783025,0.0,1.4053405e-05
7.11224,2.38359,0.05,0.0276531,0.000720186,0.0,1.410453e-05
7.02284,2.37697,0.05,0.0275707,0.000655378,0.0,1.4152810000000002e-05
6.93343,2.37063,0.05,0.0274983,0.000589207,0.0,1.4201745e-05
6.84397,2.3646,0.05,0.0274353,0.000521885,0.0,1.424749e-05
6.75445,2.35887,0.05,0.0273819,0.000454019,0.0,1.42899e-05
6.66486,2.35344,0.05,0.0273383,0.000386441,0.0,1.432995e-05
6.57521,2.34832,0.05,0.0273038,0.000319491,0.0,1.4367495e-05
6.4855,2.34351,0.05,0.0272769,0.000252646,0.0,1.440218e-05
6.39572,2.339,0.05,0.0272583,0.00018671,0.0,1.444086e-05
6.30588,2.33479,0.05,0.0272482,0.000122062,0.0,1.447093e-05
6.21598,2.33087,0.05,0.0272454,5.85088e-05,0.0,1.450058e-05
6.12602,2.32723,0.05,0.0272501,-3.16575e-06,0.0,1.453209e-05
6.03601,2.32386,0.05,0.0272618,-6.33013e-05,0.0,1.456215e-05
5.94594,2.32076,0.05,0.0272797,-0.000122053,0.0,1.4594855e-05
5.85581,2.3179,0.05,0.0273027,-0.000179286,0.0,1.462597e-05
5.76564,2.31529,0.05,0.0273327,-0.000234483,0.0,1.4650435e-05
5.67543,2.31291,0.05,0.0273678,-0.000287895,0.0,1.467697e-05
5.58517,2.31076,0.05,0.027408,-0.000339401,0.0,1.4705905e-05
5.49487,2.30881,0.05,0.0274535,-0.00038916,0.0,1.473752e-05
5.40454,2.30707,0.05,0.0275036,-0.000437015,0.0,1.477234e-05
5.31417,2.30552,0.05,0.0275579,-0.000482803,0.0,1.48062e-05
5.22378,2.30416,0.05,0.0276169,-0.000527037,0.0,1.484372e-05
5.13336,2.30297,0.05,0.0276795,-0.00056965,0.0,1.488479e-05
5.04292,2.30196,0.05,0.0277463,-0.000610284,0.0,1.49246e-05
4.95246,2.30111,0.05,0.0278172,-0.000649259,0.0,1.4962445e-05
4.86198,2.30042,0.05,0.0278912,-0.00068623,0.0,1.5001685e-05
4.77149,2.29989,0.05,0.0279685,-0.000721243,0.0,1.5039685e-05
4.681,2.29951,0.05,0.0280498,-0.000754613,0.0,1.507826e-05
4.59049,2.29928,0.05,0.0281346,-0.000785491,0.0,1.5117215e-05
4.49999,2.2992,0.05,0.0282235,-0.000814818,0.0,1.5158325e-05
4.40948,2.29926,0.05,0.0283156,-0.000841375,0.0,1.5194475e-05
4.31897,2.29948,0.05,0.0284109,-0.000865874,0.0,1.5226675e-05
4.22848,2.29984,0.05,0.0285081,-0.000888007,0.0,1.526377e-05
4.13799,2.30036,0.05,0.0286076,-0.000908175,0.0,1.5303075e-05
4.04751,2.30104,0.05,0.0287092,-0.000925384,0.0,1.5340859999999998e-05
3.95705,2.30187,0.05,0.0288133,-0.000939851,0.0,1.537454e-05
3.86661,2.30287,0.05,0.0289191,-0.000951722,0.0,1.54116e-05
3.77619,2.30404,0.05,0.0290265,-0.000960587,0.0,1.545039e-05
3.68579,2.30539,0.05,0.0291351,-0.000965754,0.0,1.5488615e-05
3.59542,2.30692,0.05,0.029245,-0.000968478,0.0,1.552712e-05
3.50509,2.30864,0.05,0.029355,-0.000967745,0.0,1.5565400000000002e-05
3.41479,2.31057,0.05,0.0294649,-0.000963655,0.0,1.559862e-05
3.32453,2.3127,0.05,0.0295744,-0.000956433,0.0,1.5631735e-05
3.23431,2.31506,0.05,0.0296832,-0.000945739,0.0,1.5661685e-05
3.14413,2.31765,0.05,0.0297914,-0.000931547,0.0,1.5683725000000002e-05
3.05401,2.32048,0.05,0.0298994,-0.000914332,0.0,1.5700935e-05
2.96393,2.32357,0.05,0.0300045,-0.000893612,0.0,1.571843e-05
2.87391,2.32691,0.05,0.0301064,-0.000869758,0.0,1.5736454999999998e-05
2.78395,2.33053,0.05,0.030206,-0.00084343,0.0,1.5745965e-05
2.69405,2.33443,0.05,0.0303031,-0.000813637,0.0,1.574315e-05
2.60421,2.33862,0.05,0.0303976,-0.000780878,0.0,1.57266e-05
2.51443,2.34311,0.05,0.0304887,-0.000745483,0.0,1.5707685e-05
2.42471,2.3479,0.05,0.0305761,-0.00070854,0.0,1.5677065e-05
2.33506,2.35299,0.05,0.0306597,-0.000669427,0.0,1.5637995e-05
2.24547,2.3584,0.05,0.0307392,-0.000628146,0.0,1.558951e-05
2.15595,2.36411,0.05,0.0308146,-0.000585249,0.0,1.552891e-05
2.06648,2.37013,0.05,0.0308863,-0.000541441,0.0,1.5453795e-05
1.97707,2.37645,0.05,0.0309542,-0.000496095,0.0,1.5364245e-05
1.88769,2.38306,0.05,0.0310176,-0.000450276,0.0,1.526306e-05
1.79818,2.38996,0.05,0.0310759,-0.000403603,0.0,1.5155915e-05
1.70832,2.39716,0.05,0.0311291,-0.000356174,0.0,1.503981e-05
1.61793,2.40466,0.05,0.0311776,-0.000307819,0.0,1.4916735e-05
1.52684,2.41245,0.05,0.0312197,-0.000259205,0.0,1.478307e-05
1.43497,2.42051,0.05,0.0312557,-0.000209733,0.0,1.464041e-05
1.34232,2.42882,0.05,0.0312868,-0.000158412,0.0,1.4487624999999998e-05
1.24907,2.43732,0.05,0.0313122,-0.000106183,0.0,1.4320295e-05
1.15548,2.44596,0.05,0.0313294,-5.29208e-05,0.0,1.4154059999999998e-05
1.06178,2.45466,0.05,0.0313378,1.33787e-06,0.0,1.399169e-05
0.968098,2.46336,0.05,0.031337,5.67467e-05,0.0,1.383321e-05
0.874376,2.472,0.05,0.0313259,0.000113378,0.0,1.3675075e-05
0.7805,2.48054,0.05,0.0313033,0.000171163,0.0,1.3520135e-05
0.686393,2.48889,0.05,0.0312706,0.000230522,0.0,1.336396e-05
0.592273,2.49693,0.05,0.0312277,0.000291349,0.0,1.320975e-05
0.498694,2.50451,0.05,0.0311724,0.000352472,0.0,1.3067725e-05
0.406246,2.51142,0.05,0.0311059,0.000413734,0.0,1.2940395e-05
0.315313,2.51744,0.05,0.0310317,0.000475449,0.0,1.2816805e-05
0.225531,2.52233,0.05,0.0309477,0.000537249,0.0,1.2709554999999998e-05
0.135872,2.52573,0.05,0.0308527,0.000599371,0.0,1.262764e-05
0.0454545,2.52699,0.05,0.0307459,0.000662395,0.0,1.258495e-05
8.95455,2.50617,0.05,0.0306391,0.000753196,0.0,1.2902074999999998e-05
8.86415,2.50486,0.05,0.0305115,0.000815932,0.0,1.290449e-05
8.77457,2.50134,0.05,0.0303765,0.000877177,0.0,1.2940065e-05
8.68497,2.49629,0.05,0.0302324,0.000936333,0.0,1.299862e-05
8.59426,2.49006,0.05,0.0300785,0.000992129,0.0,1.3073845e-05
8.50195,2.48291,0.05,0.0299146,0.00104276,0.0,1.316276e-05
8.40838,2.47506,0.05,0.0297412,0.00108611,0.0,1.3264789999999998e-05
8.31415,2.4667,0.05,0.02956,0.00112123,0.0,1.3374745e-05
8.21988,2.45801,0.05,0.0293758,0.00114628,0.0,1.3488925e-05
8.12583,2.44913,0.05,0.0291916,0.00116047,0.0,1.360503e-05
8.03197,2.44013,0.05,0.0290093,0.00116473,0.0,1.371703e-05
7.93816,2.43107,0.05,0.0288297,0.0011579,0.0,1.382607e-05
7.84433,2.422,0.05,0.0286537,0.00114094,0.0,1.3936835e-05
7.75059,2.41299,0.05,0.0284845,0.00111344,0.0,1.404613e-05
7.65718,2.40411,0.05,0.0283236,0.00107769,0.0,1.4145955e-05
7.56435,2.39544,0.05,0.0281725,0.00103463,0.0,1.423538e-05
7.47233,2.38702,0.05,0.0280328,0.0009845,0.0,1.431583e-05
7.38113,2.37889,0.05,0.0279046,0.000929151,0.0,1.4388735e-05
7.29067,2.37106,0.05,0.0277866,0.000869561,0.0,1.446091e-05
7.20079,2.36354,0.05,0.0276801,0.000806948,0.0,1.4525245e-05
7.1113,2.35634,0.05,0.0275852,0.000741329,0.0,1.457612e-05
7.02196,2.34944,0.05,0.0275009,0.000674121,0.0,1.462277e-05
6.93262,2.34284,0.05,0.0274265,0.000604825,0.0,1.4668905e-05
6.84322,2.33656,0.05,0.0273623,0.000534938,0.0,1.4711925e-05
6.75375,2.33059,0.05,0.027307,0.000464093,0.0,1.475252e-05
6.66422,2.32495,0.05,0.0272619,0.000393852,0.0,1.479143e-05
6.57462,2.31963,0.05,0.0272269,0.000324604,0.0,1.4831035e-05
6.48496,2.31462,0.05,0.0272,0.000255701,0.0,1.486895e-05
6.39523,2.30993,0.05,0.0271811,0.000187355,0.0,1.4904825000000002e-05
6.30543,2.30556,0.05,0.0271701,0.000120223,0.0,1.4940315e-05
6.21557,2.30148,0.05,0.0271675,5.48766e-05,0.0,1.4968455e-05
6.12565,2.2977,0.05,0.0271716,-9.09785e-06,0.0,1.499721e-05
6.03567,2.2942,0.05,0.0271829,-7.10881e-05,0.0,1.502268e-05
5.94563,2.29098,0.05,0.0272003,-0.000131582,0.0,1.504718e-05
5.85553,2.28802,0.05,0.0272235,-0.000190575,0.0,1.5074885e-05
5.76539,2.28531,0.05,0.0272519,-0.000247618,0.0,1.510169e-05
5.6752,2.28284,0.05,0.027287,-0.000302497,0.0,1.512559e-05
5.58496,2.28061,0.05,0.0273263,-0.000355418,0.0,1.515317e-05
5.49469,2.27859,0.05,0.0273703,-0.000406632,0.0,1.5184215e-05
5.40438,2.27679,0.05,0.0274188,-0.000455983,0.0,1.5221515e-05
5.31403,2.27518,0.05,0.0274724,-0.000503296,0.0,1.526262e-05
5.22366,2.27377,0.05,0.0275307,-0.000548618,0.0,1.5300179999999998e-05
5.13325,2.27254,0.05,0.0275937,-0.000592458,0.0,1.5341595000000002e-05
5.04283,2.27149,0.05,0.0276596,-0.000634272,0.0,1.5388490000000003e-05
4.95239,2.27061,0.05,0.0277305,-0.000674363,0.0,1.543185e-05
4.86193,2.2699,0.05,0.0278044,-0.000712147,0.0,1.5470695e-05
4.77145,2.26934,0.05,0.0278818,-0.000748425,0.0,1.5512895e-05
4.68097,2.26895,0.05,0.0279623,-0.000782602,0.0,1.5551845000000002e-05
4.59048,2.26871,0.05,0.0280464,-0.000814799,0.0,1.559037e-05
4.49999,2.26863,0.05,0.0281347,-0.000845109,0.0,1.562999e-05
4.40949,2.2687,0.05,0.0282263,-0.000872871,0.0,1.5668295e-05
4.319,2.26892,0.05,0.0283214,-0.00089804,0.0,1.570194e-05
4.22852,2.2693,0.05,0.0284194,-0.000920933,0.0,1.5733605e-05
4.13804,2.26984,0.05,0.0285195,-0.000941412,0.0,1.5769640000000002e-05
4.04758,2.27054,0.05,0.0286219,-0.000959502,0.0,1.5811579999999998e-05
3.95714,2.2714,0.05,0.0287265,-0.000974405,0.0,1.5853535e-05
3.86671,2.27243,0.05,0.0288338,-0.000986788,0.0,1.588909e-05
3.77631,2.27364,0.05,0.0289417,-0.000995572,0.0,1.5927985e-05
3.68593,2.27504,0.05,0.0290512,-0.00100138,0.0,1.5967874999999998e-05
3.59558,2.27663,0.05,0.0291613,-0.00100357,0.0,1.600581e-05
3.50527,2.27841,0.05,0.0292715,-0.00100258,0.0,1.604495e-05
3.41499,2.28041,0.05,0.0293817,-0.000998352,0.0,1.608485e-05
3.32475,2.28263,0.05,0.0294917,-0.000990857,0.0,1.612047e-05
3.23456,2.28507,0.05,0.0296011,-0.000979471,0.0,1.6153905e-05
3.14441,2.28776,0.05,0.0297097,-0.000965427,0.0,1.618054e-05
3.05431,2.2907,0.05,0.0298174,-0.000947112,0.0,1.619886e-05
2.96427,2.2939,0.05,0.0299237,-0.000925063,0.0,1.621418e-05
2.87429,2.29737,0.05,0.0300282,-0.000900376,0.0,1.6229689999999997e-05
2.78436,2.30113,0.05,0.030129,-0.000872472,0.0,1.624564e-05
2.6945,2.30518,0.05,0.0302272,-0.00084152,0.0,1.625467e-05
2.6047,2.30953,0.05,0.030323,-0.000807465,0.0,1.6249765000000002e-05
2.51496,2.3142,0.05,0.0304157,-0.000771129,0.0,1.622741e-05
2.4253,2.31918,0.05,0.030505,-0.000732585,0.0,1.620362e-05
2.3357,2.32448,0.05,0.0305905,-0.000691432,0.0,1.6163275e-05
2.24616,2.3301,0.05,0.0306719,-0.000648732,0.0,1.611615e-05
2.1567,2.33605,0.05,0.0307491,-0.000604734,0.0,1.605942e-05
2.06729,2.34231,0.05,0.0308218,-0.000559364,0.0,1.5991585e-05
1.97795,2.34889,0.05,0.0308906,-0.000512528,0.0,1.5906385e-05
1.88863,2.35578,0.05,0.0309553,-0.000464643,0.0,1.5805190000000002e-05
1.79918,2.36298,0.05,0.0310157,-0.000415985,0.0,1.5694455e-05
1.70937,2.37049,0.05,0.0310712,-0.000366939,0.0,1.557726e-05
1.619,2.37831,0.05,0.0311221,-0.000317261,0.0,1.5448205e-05
1.52792,2.38643,0.05,0.0311677,-0.000267027,0.0,1.530874e-05
1.43601,2.39485,0.05,0.0312081,-0.000215481,0.0,1.515923e-05
1.34329,2.40353,0.05,0.0312427,-0.000163037,0.0,1.499775e-05
1.24995,2.41242,0.05,0.0312714,-0.000109222,0.0,1.4819945e-05
1.15625,2.42146,0.05,0.0312937,-5.41282e-05,0.0,1.4633295e-05
1.06244,2.43056,0.05,0.0313079,2.19189e-06,0.0,1.444691e-05
0.968645,2.43965,0.05,0.0313128,5.95431e-05,0.0,1.4268455e-05
0.874808,2.4487,0.05,0.0313079,0.000118269,0.0,1.409611e-05
0.780811,2.45763,0.05,0.0312911,0.000178394,0.0,1.392679e-05
0.686572,2.46636,0.05,0.0312621,0.000239833,0.0,1.376367e-05
0.59232,2.47478,0.05,0.0312227,0.000302889,0.0,1.3601275e-05
0.498631,2.4827,0.05,0.0311714,0.000366545,0.0,1.344623e-05
0.406122,2.48992,0.05,0.0311083,0.000430104,0.0,1.330813e-05
0.315189,2.49621,0.05,0.0310355,0.000493627,0.0,1.31797e-05
0.225456,2.50131,0.05,0.030954,0.000557702,0.0,1.3062675e-05
0.135851,2.50485,0.05,0.0308613,0.000622301,0.0,1.2971785e-05
0.0454545,2.50617,0.05,0.0307568,0.000688257,0.0,1.2922895e-05
8.95455,2.48492,0.05,0.0306431,0.000782043,0.0,1.325972e-05
8.86417,2.48355,0.05,0.0305156,0.00084734,0.0,1.3259135e-05
8.77465,2.47988,0.05,0.0303788,0.000911102,0.0,1.3298085e-05
8.6851,2.47461,0.05,0.0302323,0.000972387,0.0,1.3360925e-05
8.5944,2.46812,0.05,0.0300752,0.00103044,0.0,1.3440445e-05
8.50204,2.46065,0.05,0.0299067,0.00108301,0.0,1.35346e-05
8.40836,2.45245,0.05,0.0297282,0.00112834,0.0,1.3641565e-05
8.314,2.44371,0.05,0.0295418,0.00116501,0.0,1.3756685e-05
8.21959,2.43463,0.05,0.0293519,0.00119048,0.0,1.3878315e-05
8.12542,2.42534,0.05,0.0291613,0.00120484,0.0,1.400382e-05
8.03144,2.41593,0.05,0.0289728,0.00120843,0.0,1.4132725e-05
7.93751,2.40646,0.05,0.028787,0.00120115,0.0,1.4256975e-05
7.84357,2.39698,0.05,0.0286052,0.00118302,0.0,1.4375665e-05
7.74972,2.38757,0.05,0.0284302,0.00115348,0.0,1.449302e-05
7.65621,2.37829,0.05,0.0282639,0.00111529,0.0,1.4607875e-05
7.56331,2.36923,0.05,0.0281083,0.00106981,0.0,1.471238e-05
7.47125,2.36045,0.05,0.0279638,0.00101709,0.0,1.480673e-05
7.38005,2.35197,0.05,0.0278319,0.000959169,0.0,1.4889e-05
7.28961,2.34381,0.05,0.0277121,0.000896852,0.0,1.49599e-05
7.19978,2.33598,0.05,0.0276027,0.000830623,0.0,1.5025129999999998e-05
7.11034,2.32847,0.05,0.027505,0.000762572,0.0,1.5079329999999998e-05
7.02108,2.32129,0.05,0.0274182,0.000692008,0.0,1.5127255e-05
6.9318,2.31443,0.05,0.0273414,0.000619872,0.0,1.517488e-05
6.84246,2.30789,0.05,0.0272757,0.000547521,0.0,1.5217995e-05
6.75305,2.30168,0.05,0.0272194,0.000474253,0.0,1.525936e-05
6.66358,2.29582,0.05,0.0271732,0.000401043,0.0,1.5296435e-05
6.57403,2.29028,0.05,0.0271371,0.000328902,0.0,1.5333825e-05
6.48442,2.28509,0.05,0.0271107,0.000257894,0.0,1.537159e-05
